name,expr,n_vars,n_pdn,n_pun,n_common_neg,total,pdn_ok,pun_ok,complete
P39644,a*!b*!d+!a*b*d+!a*!b*!c+a*!b*c,4,13,9,4,30,True,True,True
P39645,a*!b*!d+!a*!c*d+!a*b*d+a*!b*c,4,13,8,4,29,True,True,True
P39646,!a*b*d+!a*!b*!c+a*!b*c,4,12,8,3,26,True,True,True
P39647,!a*!c*d+!a*b*d+a*!b*c,4,7,9,3,22,True,True,True
P39648,a*!b*c*d+!a*!b*!d+!a*b*d+!c*!d+!a*!c,4,13,13,4,34,True,True,True
P39649,!a*!b*c*!d+a*!b*c*d+b*!c*!d+a*!c*!d+!a*!c*d+!a*b*d,4,,20,,,False,True,False
P39650,a*!b*c*d+b*!c*!d+!a*!b*!d+!a*b*d+!a*!c,4,11,11,4,30,True,True,True
P39651,!a*!b*c*!d+a*!b*c*d+b*!c*!d+!a*!c*d+!a*b*d,4,12,18,4,38,True,True,True
P39652,a*!b*c*d+a*!c*!d+!a*!b*!d+!a*!c*d+!a*b*d,4,,,,,False,False,False
P39653,!a*!b*c*!d+a*!b*c*d+a*!c*!d+!a*!c*d+!a*b*d,4,11,13,4,32,True,True,True
P39654,a*b*!c*!d+a*!b*c*d+!a*!b*!d+!a*!c*d+!a*b*d,4,11,13,4,32,True,True,True
P39655,a*b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*!c*d+!a*b*d,4,12,16,4,36,True,True,True
P39656,a*!b*c*d+!b*!c*!d+!a*!b*!d+!a*b*d+!a*!c,4,12,13,4,33,True,True,True
P39657,a*!b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*!c*d+!a*b*d+!a*b*!c,4,17,18,4,43,True,True,True
P39658,a*!b*c*d+!a*!b*!d+!a*b*d+!a*!c,4,9,11,4,28,True,True,True
P39659,!a*!b*c*!d+a*!b*c*d+!a*!c*d+!a*b*d+!a*b*!c,4,14,,,,True,False,False
P39660,a*!b*c*d+!b*!c*!d+!a*!b*!d+!a*!c*d+!a*b*d,4,13,14,4,35,True,True,True
P39661,a*!b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*!c*d+!a*b*d,4,11,,,,True,False,False
P39662,a*!b*c*d+!a*!b*!d+!a*!c*d+!a*b*d,4,9,11,4,28,True,True,True
P39663,!a*!b*c*!d+a*!b*c*d+!a*!c*d+!a*b*d,4,10,18,4,36,True,True,True
P39664,a*!b*c*d+!a*b*d+!c*!d+!a*!c,4,9,10,4,27,True,True,True
P39665,a*!b*c*d+b*!c*!d+a*!c*!d+!a*!c*d+!a*b*d,4,15,16,4,39,True,True,True
P39666,a*!b*c*d+b*!c*!d+!a*b*d+!a*!c,4,10,9,4,27,True,True,True
P39667,a*!b*c*d+b*!c*!d+!a*!c*d+!a*b*d,4,12,13,4,33,True,True,True
P39668,a*!b*c*d+a*!c*!d+!a*b*d+!a*!b*!c,4,13,12,4,33,True,True,True
P39669,a*!b*c*d+a*!c*!d+!a*!c*d+!a*b*d,4,10,13,4,31,True,True,True
P39670,a*b*!c*!d+a*!b*c*d+!a*b*d+!a*!b*!c,4,11,14,4,33,True,True,True
P39671,a*b*!c*!d+a*!b*c*d+!a*!c*d+!a*b*d,4,10,11,4,29,True,True,True
P39672,a*!b*c*d+!b*!c*!d+!a*b*d+!a*!c,4,11,10,4,29,True,True,True
P39673,a*!b*!c*!d+a*!b*c*d+!a*!c*d+!a*b*d+!a*b*!c,4,11,15,4,34,True,True,True
P39674,a*!b*c*d+!a*b*d+!a*!c,4,7,7,3,20,True,True,True
P39675,a*!b*c*d+!a*!c*d+!a*b*d+!a*b*!c,4,9,9,3,24,True,True,True
P39676,a*!b*c*d+!b*!c*!d+!a*!c*d+!a*b*d,4,11,10,4,29,True,True,True
P39677,a*!b*!c*!d+a*!b*c*d+!a*!c*d+!a*b*d,4,13,10,4,31,True,True,True
P39678,a*!b*c*d+!a*b*d+!a*!b*!c,4,9,9,3,24,True,True,True
P39679,a*!b*c*d+!a*!c*d+!a*b*d,4,12,7,3,25,True,True,True
P39856,a*!b*c*d+!c*!d+!a*b,4,15,11,4,34,True,True,True
P39857,a*!b*c*d+a*!c*!d+!a*b,4,11,8,4,27,True,True,True
P39858,a*!b*c*d+b*!c*!d+!a*!c*!d+!a*b,4,13,14,4,35,True,True,True
P39859,a*!b*c*d+b*!c*!d+!a*b,4,12,11,4,31,True,True,True
P39860,a*!b*c*d+!b*!c*!d+a*!c*!d+!a*b*d+!a*b*c,4,18,15,4,41,True,True,True
P39861,a*!b*c*d+a*!c*!d+!a*b*d+!a*b*c,4,14,13,4,35,True,True,True
P39862,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*d+!a*b*d+!a*b*c,4,18,18,4,44,True,True,True
P39863,a*b*!c*!d+a*!b*c*d+!a*b*d+!a*b*c,4,10,9,4,27,True,True,True
P39864,a*!b*c*d+!b*!c*!d+!a*b,4,10,9,4,27,True,True,True
P39865,a*!b*!c*!d+a*!b*c*d+!a*b,4,9,8,4,25,True,True,True
P39866,a*!b*c*d+!a*!c*!d+!a*b,4,9,11,4,28,True,True,True
P39867,a*!b*c*d+!a*b,4,8,6,2,18,True,True,True
P39868,a*!b*c*d+!b*!c*!d+!a*b*d+!a*b*c,4,11,16,4,35,True,True,True
P39869,a*!b*!c*!d+a*!b*c*d+!a*b*d+!a*b*c,4,10,9,4,27,True,True,True
P39870,!a*!b*!c*!d+a*!b*c*d+!a*b*d+!a*b*c,4,11,14,4,33,True,True,True
P39871,a*!b*c*d+!a*b*d+!a*b*c,4,8,9,2,21,True,True,True
P39888,!a*b*d+a*!b*c+!c*!d,4,10,9,4,27,True,True,True
P39889,b*!c*!d+a*!c*!d+!a*b*d+a*!b*c,4,9,8,4,25,True,True,True
P39890,b*!c*!d+!a*!c*!d+!a*b*d+a*!b*c,4,14,11,4,33,True,True,True
P39891,b*!c*!d+!a*b*d+a*!b*c,4,12,11,4,31,True,True,True
P39894,!a*!b*!c*!d+a*b*!c*!d+!a*b*d+a*!b*c,4,,19,,,False,True,False
P39895,a*b*!c*!d+!a*b*d+a*!b*c,4,14,9,4,31,True,True,True
P39896,!b*!c*!d+!a*!c*!d+!a*b*d+a*!b*c,4,9,10,4,27,True,True,True
P39897,a*!b*!d+!a*b*d+!a*b*!c+a*!b*c,4,14,8,4,30,True,True,True
P39898,!a*!c*!d+!a*b*d+a*!b*c,4,8,12,4,28,True,True,True
P39899,!a*b*d+!a*b*!c+a*!b*c,4,10,7,3,23,True,True,True
P39902,!a*!b*!c*!d+!a*b*d+a*!b*c,4,9,9,4,26,True,True,True
P39903,!a*b*d+a*!b*c,4,6,7,2,17,True,True,True
P39904,a*!b*c*d+!a*!b*!d+!a*b*d+!c*!d,4,14,13,4,35,True,True,True
P39905,!a*!b*c*!d+a*!b*c*d+b*!c*!d+a*!c*!d+!a*b*d,4,14,17,4,39,True,True,True
P39906,a*!b*c*d+b*!c*!d+!a*!b*!d+!a*b*d,4,10,12,4,30,True,True,True
P39907,!a*!b*c*!d+a*!b*c*d+b*!c*!d+!a*b*d,4,11,10,4,29,True,True,True
P39908,a*!b*c*d+a*!c*!d+!a*!b*!d+!a*b*d,4,9,10,4,27,True,True,True
P39909,!a*!b*c*!d+a*!b*c*d+a*!c*!d+!a*b*d,4,10,12,4,30,True,True,True
P39910,a*b*!c*!d+a*!b*c*d+!a*!b*!d+!a*b*d,4,10,11,4,29,True,True,True
P39911,a*b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*b*d,4,11,12,4,31,True,True,True
P39912,a*!b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!a*b*d,4,16,12,4,36,True,True,True
P39913,a*!b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*b*d+!a*b*!c,4,19,15,4,42,True,True,True
P39914,a*!b*c*d+!a*!c*!d+!a*!b*!d+!a*b*d,4,9,12,4,29,True,True,True
P39915,!a*!b*c*!d+a*!b*c*d+!a*b*d+!a*b*!c,4,15,12,4,35,True,True,True
P39916,a*!b*c*d+!b*!c*!d+!a*!b*!d+!a*b*d,4,9,11,4,28,True,True,True
P39917,a*!b*!c*!d+!a*!b*c*!d+a*!b*c*d+!a*b*d,4,10,14,4,32,True,True,True
P39918,a*!b*c*d+!a*!b*!d+!a*b*d,4,8,9,3,23,True,True,True
P39919,!a*!b*c*!d+a*!b*c*d+!a*b*d,4,9,15,3,30,True,True,True
P39920,a*!b*c*d+!a*b*d+!c*!d,4,10,13,4,31,True,True,True
P39921,a*!b*c*d+b*!c*!d+a*!c*!d+!a*b*d,4,8,10,4,26,True,True,True
P39922,a*!b*c*d+b*!c*!d+!a*!c*!d+!a*b*d,4,11,13,4,32,True,True,True
P39923,a*!b*c*d+b*!c*!d+!a*b*d,4,8,12,4,28,True,True,True
P39924,a*!b*c*d+!b*!c*!d+a*!c*!d+!a*b*d,4,10,9,4,27,True,True,True
P39925,a*!b*c*d+a*!c*!d+!a*b*d,4,8,13,4,29,True,True,True
P39926,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*d+!a*b*d,4,11,12,4,31,True,True,True
P39927,a*b*!c*!d+a*!b*c*d+!a*b*d,4,9,11,4,28,True,True,True
P39928,a*!b*c*d+!b*!c*!d+!a*!c*!d+!a*b*d,4,9,12,4,29,True,True,True
P39929,a*!b*!c*!d+a*!b*c*d+!a*b*d+!a*b*!c,4,10,9,4,27,True,True,True
P39930,a*!b*c*d+!a*!c*!d+!a*b*d,4,8,11,4,27,True,True,True
P39931,a*!b*c*d+!a*b*d+!a*b*!c,4,9,9,3,24,True,True,True
P39932,a*!b*c*d+!b*!c*!d+!a*b*d,4,8,11,4,27,True,True,True
P39933,a*!b*!c*!d+a*!b*c*d+!a*b*d,4,8,9,4,25,True,True,True
P39934,!a*!b*!c*!d+a*!b*c*d+!a*b*d,4,9,10,4,27,True,True,True
P39935,a*!b*c*d+!a*b*d,4,7,6,2,17,True,True,True
P40672,a*!b*c*d+!a*b*c*d+!a*!b*!d+!a*!b*!c+!c*!d,4,,,,,False,False,False
P40673,!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d+b*!c*!d+a*!c*!d,4,20,,,,True,False,False
P40674,a*!b*c*d+!a*b*c*d+b*!c*!d+!a*!b*!d+!a*!b*!c,4,,16,,,False,True,False
P40675,!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d+b*!c*!d,4,,20,,,False,True,False
P40678,a*b*!c*!d+a*!b*c*d+!a*b*c*d+!a*!b*!d+!a*!b*!c,4,,,,,False,False,False
P40679,a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,12,,,,True,False,False
P40680,a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!d+!a*!b*!c,4,,14,,,False,True,False
P40681,a*!b*!c*!d+!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,,,,,False,False,False
P40682,a*!b*c*d+!a*b*c*d+!a*!c*!d+!a*!b*!d+!a*!b*!c,4,12,16,4,36,True,True,True
P40683,!a*b*!c*!d+!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,12,13,4,33,True,True,True
P40686,a*!b*c*d+!a*b*c*d+!a*!b*!d+!a*!b*!c,4,12,16,4,36,True,True,True
P40687,!a*!b*c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,15,,,,True,False,False
P40688,a*!b*c*d+!a*b*c*d+!a*!b*!c+!c*!d,4,18,14,4,40,True,True,True
P40689,!a*!b*!c*d+a*!b*c*d+!a*b*c*d+b*!c*!d+a*!c*!d,4,19,16,4,43,True,True,True
P40690,a*!b*c*d+!a*b*c*d+b*!c*!d+!a*!b*!c,4,12,16,4,36,True,True,True
P40691,!a*!b*!c*d+a*!b*c*d+!a*b*c*d+b*!c*!d,4,19,17,4,44,True,True,True
P40694,a*b*!c*!d+a*!b*c*d+!a*b*c*d+!a*!b*!c,4,13,15,4,36,True,True,True
P40695,a*b*!c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,11,16,4,35,True,True,True
P40696,a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d+!a*!b*!c,4,15,20,4,43,True,True,True
P40697,a*!b*!c*!d+!a*b*!c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,15,,,,True,False,False
P40698,a*!b*c*d+!a*b*c*d+!a*!c*!d+!a*!b*!c,4,9,12,4,29,True,True,True
P40699,!a*b*!c*!d+!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,11,18,4,37,True,True,True
P40702,a*!b*c*d+!a*b*c*d+!a*!b*!c,4,11,11,3,28,True,True,True
P40703,!a*!b*!c*d+a*!b*c*d+!a*b*c*d,4,11,9,3,26,True,True,True
P40944,a*!b*c*d+!a*b*c*d+!c*!d,4,9,12,4,29,True,True,True
P40945,a*!b*c*d+!a*b*c*d+b*!c*!d+a*!c*!d,4,17,12,4,37,True,True,True
P40946,a*!b*c*d+!a*b*c*d+b*!c*!d+!a*!c*!d,4,10,10,4,28,True,True,True
P40947,a*!b*c*d+!a*b*c*d+b*!c*!d,4,11,10,4,29,True,True,True
P40950,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*d+!a*b*c*d,4,11,11,4,30,True,True,True
P40951,a*b*!c*!d+a*!b*c*d+!a*b*c*d,4,9,12,4,29,True,True,True
P40952,a*!b*c*d+!a*b*c*d+!b*!c*!d+!a*!c*!d,4,9,8,4,25,True,True,True
P40953,a*!b*!c*!d+!a*b*!c*!d+a*!b*c*d+!a*b*c*d,4,10,8,4,26,True,True,True
P40954,a*!b*c*d+!a*b*c*d+!a*!c*!d,4,8,9,4,25,True,True,True
P40955,!a*b*!c*!d+a*!b*c*d+!a*b*c*d,4,9,9,4,26,True,True,True
P40958,!a*!b*!c*!d+a*!b*c*d+!a*b*c*d,4,11,13,4,32,True,True,True
P40959,a*!b*c*d+!a*b*c*d,4,7,6,2,17,True,True,True
P43136,!c*!d+!b*!d+!b*!c+!a,4,6,6,4,20,True,True,True
P43137,a*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*b,4,9,10,4,27,True,True,True
P43138,b*!c*!d+!b*c*!d+!b*!c*d+!a,4,8,9,4,25,True,True,True
P43139,b*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*b,4,9,9,4,26,True,True,True
P43140,a*!c*!d+!b*!d+!a*d+!b*!c+!a*c,4,9,10,4,27,True,True,True
P43141,a*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*c,4,9,11,4,28,True,True,True
P43142,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*c+!a*!b,4,12,20,4,40,True,True,True
P43143,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*c,4,10,16,4,34,True,True,True
P43144,!b*!d+!b*!c+!a,4,4,4,4,16,True,True,True
P43145,a*!b*!d+!b*!c*d+!a*c+!a*b,4,9,9,4,26,True,True,True
P43146,!b*c*!d+!b*!c*d+!a,4,6,6,4,20,True,True,True
P43147,!b*c*!d+!b*!c*d+!a*d+!a*b,4,7,8,4,23,True,True,True
P43148,!b*!d+!a*d+!b*!c+!a*c,4,6,9,4,23,True,True,True
P43149,a*!b*!d+!b*!c*d+!a*d+!a*c,4,7,12,4,27,True,True,True
P43150,!b*c*!d+!b*!c*d+!a*d+!a*c+!a*!b,4,9,11,4,28,True,True,True
P43151,!b*c*!d+!b*!c*d+!a*d+!a*c,4,7,6,4,21,True,True,True
P43156,a*!c*!d+a*!b*!d+!a*b*c+!a*d+!b*!c,4,18,16,4,42,True,True,True
P43157,a*!c*!d+a*!b*!d+!b*!c*d+!a*b*c+!a*d,4,12,15,4,35,True,True,True
P43158,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*!b*!c+!a*b*c+!a*d,4,,17,,,False,True,False
P43159,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*b*c+!a*d,4,,15,,,False,True,False
P43160,a*!b*!d+!a*d+!b*!c+!a*b,4,7,9,4,24,True,True,True
P43161,a*!b*!d+!b*!c*d+!a*d+!a*b,4,7,8,4,23,True,True,True
P43162,a*!b*c*!d+!b*!c*d+!a*d+!a*!c+!a*b,4,10,9,4,27,True,True,True
P43163,a*!b*c*!d+!b*!c*d+!a*d+!a*b,4,8,8,4,24,True,True,True
P43164,a*!b*!d+!a*b*c+!a*d+!b*!c,4,9,11,4,28,True,True,True
P43165,a*!b*!d+!b*!c*d+!a*b*c+!a*d,4,8,13,4,29,True,True,True
P43166,a*!b*c*!d+!b*!c*d+!a*!b*!c+!a*b*c+!a*d,4,14,13,4,35,True,True,True
P43167,a*!b*c*!d+!b*!c*d+!a*b*c+!a*d,4,9,8,4,25,True,True,True
P43176,!b*!c+!a,3,3,3,3,12,True,True,True
P43177,a*!b*!c+!a*d+!a*c+!a*b,4,7,9,3,22,True,True,True
P43178,!b*!c*d+!a,4,5,4,3,15,True,True,True
P43179,!b*!c*d+!a*c+!a*b,4,6,7,3,19,True,True,True
P43180,!a*d+!b*!c+!a*c,4,5,5,3,16,True,True,True
P43181,a*!b*!c+!a*d+!a*c,4,6,6,3,18,True,True,True
P43182,!b*!c*d+!a*d+!a*c+!a*!b,4,7,7,3,20,True,True,True
P43183,!b*!c*d+!a*d+!a*c,4,5,5,3,16,True,True,True
P43196,!a*b*c+!a*d+!b*!c,4,6,8,3,20,True,True,True
P43197,a*!b*!c+!a*b*c+!a*d,4,8,8,3,22,True,True,True
P43198,!b*!c*d+!a*!b*!c+!a*b*c+!a*d,4,10,9,3,25,True,True,True
P43199,!b*!c*d+!a*b*c+!a*d,4,6,6,3,18,True,True,True
P43200,!c*!d+!b*!d+!a*d+!b*!c,4,7,7,4,22,True,True,True
P43201,b*!c*!d+a*!c*!d+!b*c*!d+!b*!c*d+!a*d,4,10,12,4,30,True,True,True
P43202,b*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*!c,4,10,12,4,30,True,True,True
P43203,b*!c*!d+!b*c*!d+!b*!c*d+!a*d,4,8,13,4,29,True,True,True
P43204,a*!c*!d+!b*!d+!a*d+!b*!c,4,8,11,4,27,True,True,True
P43205,a*!c*!d+!b*c*!d+!b*!c*d+!a*d,4,8,10,4,26,True,True,True
P43206,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*d+!a*!b,4,11,10,4,29,True,True,True
P43207,a*b*!c*!d+!b*c*!d+!b*!c*d+!a*d,4,9,16,4,33,True,True,True
P43208,!b*!d+!a*d+!b*!c+!a*!c,4,6,8,4,22,True,True,True
P43209,!b*c*!d+a*!b*!d+!b*!c*d+!a*b*!c+!a*d,4,10,13,4,31,True,True,True
P43210,!b*c*!d+!b*!c*d+!a*d+!a*!c,4,8,8,4,24,True,True,True
P43211,!b*c*!d+!b*!c*d+!a*b*!c+!a*d,4,9,11,4,28,True,True,True
P43212,!b*!d+!a*d+!b*!c,4,5,6,4,19,True,True,True
P43213,!b*c*!d+a*!b*!d+!b*!c*d+!a*d,4,8,9,4,25,True,True,True
P43214,!b*c*!d+!b*!c*d+!a*d+!a*!b,4,9,8,4,25,True,True,True
P43215,!b*c*!d+!b*!c*d+!a*d,4,6,9,4,23,True,True,True
P43220,a*!c*!d+a*!b*!d+!a*d+!b*!c,4,14,12,4,34,True,True,True
P43221,a*!c*!d+a*!b*!d+!b*!c*d+!a*d,4,8,8,4,24,True,True,True
P43222,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*!b*!c+!a*d,4,16,,,,True,False,False
P43223,a*b*!c*!d+a*!b*c*!d+!b*!c*d+!a*d,4,15,18,4,41,True,True,True
P43224,a*!b*!d+!a*d+!b*!c+!a*!c,4,7,9,4,24,True,True,True
P43225,a*!b*!d+!b*!c*d+!a*b*!c+!a*d,4,8,9,4,25,True,True,True
P43226,a*!b*c*!d+!b*!c*d+!a*d+!a*!c,4,9,8,4,25,True,True,True
P43227,a*!b*c*!d+!b*!c*d+!a*b*!c+!a*d,4,8,10,4,26,True,True,True
P43228,a*!b*!d+!a*d+!b*!c,4,6,9,4,23,True,True,True
P43229,a*!b*!d+!b*!c*d+!a*d,4,10,8,4,26,True,True,True
P43230,a*!b*c*!d+!b*!c*d+!a*!b*!c+!a*d,4,10,10,4,28,True,True,True
P43231,a*!b*c*!d+!b*!c*d+!a*d,4,7,11,4,26,True,True,True
P43240,!a*d+!b*!c+!a*!c+!a*!b,4,6,6,3,18,True,True,True
P43241,a*!b*!c+!a*b*!c+!a*!b*c+!a*d,4,12,14,3,32,True,True,True
P43242,!b*!c*d+!a*d+!a*!c+!a*!b,4,5,5,3,16,True,True,True
P43243,!b*!c*d+!a*b*!c+!a*!b*c+!a*d,4,7,8,3,21,True,True,True
P43244,!a*d+!b*!c+!a*!b,4,5,5,3,16,True,True,True
P43245,a*!b*!c+!a*!b*c+!a*d,4,9,7,3,22,True,True,True
P43246,!b*!c*d+!a*d+!a*!b,4,6,6,3,18,True,True,True
P43247,!b*!c*d+!a*!b*c+!a*d,4,6,6,3,18,True,True,True
P43260,!a*d+!b*!c,4,4,5,3,15,True,True,True
P43261,a*!b*!c+!a*d,4,5,5,3,16,True,True,True
P43262,!b*!c*d+!a*!b*!c+!a*d,4,8,8,3,22,True,True,True
P43263,!b*!c*d+!a*d,4,4,4,3,14,True,True,True
P43412,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,,18,,,False,True,False
P43413,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,16,,,,True,False,False
P43414,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,,,,,False,False,False
P43415,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,,,,,False,False,False
P43416,!b*!c*!d+a*!b*!d+!a*c*d+a*!b*!c+!a*b,4,13,10,4,31,True,True,True
P43417,a*!b*!d+!a*c*d+a*!b*!c+!a*b,4,9,8,4,25,True,True,True
P43418,a*!b*c*!d+a*!b*!c*d+!a*!c*!d+!a*c*d+!a*b,4,10,10,4,28,True,True,True
P43419,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b,4,11,12,4,31,True,True,True
P43420,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,20,16,4,44,True,True,True
P43421,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,11,14,4,33,True,True,True
P43422,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,,13,,,False,True,False
P43423,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,12,12,4,32,True,True,True
P43432,a*!b*!c+!a*!d+!a*c+!a*b,4,7,9,4,24,True,True,True
P43433,a*!b*!c+!a*c+!a*b,3,6,7,3,19,True,True,True
P43434,a*!b*!c*d+!a*!d+!a*c+!a*b,4,10,9,4,27,True,True,True
P43435,a*!b*!c*d+!a*c+!a*b,4,9,7,3,22,True,True,True
P43436,!b*!c*!d+!a*b*d+a*!b*!c+!a*c,4,11,10,4,29,True,True,True
P43437,!a*b*d+a*!b*!c+!a*c,4,9,12,4,29,True,True,True
P43438,a*!b*!c*d+!a*!b*!d+!a*b*d+!a*c,4,9,20,4,37,True,True,True
P43439,a*!b*!c*d+!a*b*d+!a*c,4,7,8,3,21,True,True,True
P43452,!b*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,12,12,4,32,True,True,True
P43453,!a*c*d+!a*b*d+a*!b*!c+!a*b*c,4,12,11,4,31,True,True,True
P43454,!a*!b*!c*!d+a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,12,,,,True,False,False
P43455,a*!b*!c*d+!a*c*d+!a*b*d+!a*b*c,4,10,9,3,25,True,True,True
P43456,!a*c*d+!a*b*d+a*!b*!c+!c*!d+!b*!d,4,14,15,4,37,True,True,True
P43457,b*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,4,14,13,4,35,True,True,True
P43458,a*!b*!c*d+b*!c*!d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*d,4,,12,,,False,True,False
P43459,a*!b*!c*d+b*!c*!d+!b*c*!d+!a*c*d+!a*b*d,4,20,18,4,46,True,True,True
P43460,a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,4,11,15,4,34,True,True,True
P43461,a*!c*!d+!b*c*!d+!a*c*d+!a*b*d+a*!b*!c,4,18,18,4,44,True,True,True
P43462,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,4,16,13,4,37,True,True,True
P43463,a*b*!c*!d+a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,4,20,,,,True,False,False
P43464,!a*!c*!d+!a*c*d+!a*b*d+a*!b*!c+!b*!d,4,9,10,4,27,True,True,True
P43465,!b*c*!d+!a*c*d+a*!b*!c+!a*b*!c,4,13,10,4,31,True,True,True
P43466,a*!b*!c*d+!a*!c*!d+!b*c*!d+!a*c*d+!a*b*!c,4,11,11,4,30,True,True,True
P43467,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*!c,4,11,13,4,32,True,True,True
P43468,!a*c*d+!a*b*d+a*!b*!c+!b*!d,4,11,9,4,28,True,True,True
P43469,a*!b*!d+!a*b*d+a*!b*!c+!a*!b*c,4,14,10,4,32,True,True,True
P43470,a*!b*!c*d+!b*c*!d+!a*!b*!d+!a*c*d+!a*b*d,4,12,11,4,31,True,True,True
P43471,a*!b*!c*d+!b*c*!d+!a*c*d+!a*b*d,4,13,11,4,32,True,True,True
P43476,!b*!c*!d+a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,,13,,,False,True,False
P43477,a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,17,14,4,39,True,True,True
P43478,!a*!b*!c*!d+a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,4,,,,,False,False,False
P43479,a*b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,4,17,15,4,40,True,True,True
P43480,!a*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,13,9,4,30,True,True,True
P43481,a*!b*!d+!a*c*d+a*!b*!c+!a*b*!c,4,13,10,4,31,True,True,True
P43482,a*!b*c*!d+a*!b*!c*d+!a*!c*!d+!a*c*d+!a*b*d,4,11,10,4,29,True,True,True
P43483,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*!c,4,10,10,4,28,True,True,True
P43484,!b*!c*!d+a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,15,,,,True,False,False
P43485,a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,13,9,4,30,True,True,True
P43486,!a*!b*!c*!d+a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,4,12,12,4,32,True,True,True
P43487,a*!b*c*!d+a*!b*!c*d+!a*c*d+!a*b*d,4,9,11,4,28,True,True,True
P43496,!a*!c*!d+!a*b*d+a*!b*!c+!a*!b*c,4,12,12,4,32,True,True,True
P43497,!a*c*d+a*!b*!c+!a*b*!c+!a*!b*c,4,15,9,3,30,True,True,True
P43498,a*!b*!c*d+!a*!c*!d+!a*b*d+!a*!b*c,4,14,13,4,35,True,True,True
P43499,a*!b*!c*d+!a*c*d+!a*b*!c+!a*!b*c,4,10,11,3,27,True,True,True
P43500,!a*!b*!d+!a*c*d+!a*b*d+a*!b*!c,4,11,11,4,30,True,True,True
